population,zipcode,State_Name,County,City,Place,Type,Mean,Median,Stdev,Topic_Mortality,Data_Value_Mortality
5901,35747,Alabama,Autauga County,Grant,Autaugaville,Track,55987,38909,44664,Heart Disease Mortality,425
5041,35175,Alabama,Autauga County,Union Grove,Autaugaville,Track,62677,51925,44841,Heart Disease Mortality,425
16778,35016,Alabama,Autauga County,Arab,Autaugaville,Track,58478,300000,38954,Heart Disease Mortality,425
13098,35951,Alabama,Autauga County,Albertville,Autaugaville,Track,61634,300000,46009,Heart Disease Mortality,425
20826,35950,Alabama,Autauga County,Albertville,Autaugaville,Track,32765,20717,29509,Heart Disease Mortality,425
5061,35462,Alabama,Autauga County,Eutaw,Autaugaville,Track,30928,20746,31024,Heart Disease Mortality,425
15693,35957,Alabama,Autauga County,Boaz,Autaugaville,Track,77080,60413,61358,Heart Disease Mortality,425
10456,36604,Alabama,Autauga County,Mobile,Autaugaville,Track,46053,32056,45729,Heart Disease Mortality,425
6783,36310,Alabama,Autauga County,Abbeville,Autaugaville,Track,40518,25216,39126,Heart Disease Mortality,425
25846,36609,Alabama,Autauga County,Mobile,Autaugaville,Track,35468,14533,41837,Heart Disease Mortality,425
16737,36618,Alabama,Autauga County,Mobile,Autaugaville,Track,49698,43324,43669,Heart Disease Mortality,425
5808,36561,Alabama,Autauga County,Orange Beach,Autaugaville,Track,86000,66868,64338,Heart Disease Mortality,425
12749,36613,Alabama,Autauga County,Whistler,Autaugaville,Track,24218,16243,23567,Heart Disease Mortality,425
14423,36571,Alabama,Autauga County,Saraland,Autaugaville,Track,43803,300000,28268,Heart Disease Mortality,425
3690,36560,Alabama,Autauga County,Mount Vernon,Autaugaville,Track,48595,41530,38304,Heart Disease Mortality,425
12053,36587,Alabama,Autauga County,Wilmer,Autaugaville,Track,58182,48215,45160,Heart Disease Mortality,425
15647,36541,Alabama,Autauga County,Grand Bay,Autaugaville,Track,35313,25328,25644,Heart Disease Mortality,425
12476,36544,Alabama,Autauga County,Irvington,Autaugaville,Track,51099,39571,34541,Heart Disease Mortality,425
9589,36107,Alabama,Autauga County,Montgomery,Autaugaville,Track,32307,33114,22159,Heart Disease Mortality,425
15211,36106,Alabama,Autauga County,Montgomery,Autaugaville,Track,51585,39275,43379,Heart Disease Mortality,425
12043,36105,Alabama,Autauga County,Montgomery,Autaugaville,Track,33530,29294,19200,Heart Disease Mortality,425
150,35766,Alabama,Autauga County,Princeton,Autaugaville,Track,45068,36873,39979,Heart Disease Mortality,425
12997,36110,Alabama,Autauga County,Montgomery,Autaugaville,Track,69004,300000,41886,Heart Disease Mortality,425
6753,36064,Alabama,Autauga County,Pike Road,Autaugaville,Track,99568,99257,51364,Heart Disease Mortality,425
3666,36043,Alabama,Autauga County,Hope Hull,Autaugaville,Track,48871,21249,51652,Heart Disease Mortality,425
24267,35640,Alabama,Autauga County,Hartselle,Autaugaville,Track,78301,57511,63529,Heart Disease Mortality,425
7676,35670,Alabama,Autauga County,Somerville,Autaugaville,Track,45167,41084,30061,Heart Disease Mortality,425
6165,36756,Alabama,Autauga County,Marion,Autaugaville,Track,47317,300000,32269,Heart Disease Mortality,425
6075,35466,Alabama,Autauga County,Gordo,Autaugaville,Track,52298,29581,54192,Heart Disease Mortality,425
4366,36278,Alabama,Autauga County,Wedowee,Autaugaville,Track,44124,40935,29087,Heart Disease Mortality,425
11199,36274,Alabama,Autauga County,Roanoke,Autaugaville,Track,56777,49691,42143,Heart Disease Mortality,425
18783,36870,Alabama,Autauga County,Phenix City,Autaugaville,Track,47470,34531,41869,Heart Disease Mortality,425
10197,35128,Alabama,Autauga County,Pell City,Autaugaville,Track,65548,54496,51644,Heart Disease Mortality,425
7319,35953,Alabama,Autauga County,Ashville,Autaugaville,Track,55128,44569,47377,Heart Disease Mortality,425
23020,35124,Alabama,Autauga County,Pelham,Autaugaville,Track,61447,300000,33919,Heart Disease Mortality,425
14118,35115,Alabama,Autauga County,Montevallo,Autaugaville,Track,67471,61618,58096,Heart Disease Mortality,425
4931,35186,Alabama,Autauga County,Wilsonville,Autaugaville,Track,67015,54838,56605,Heart Disease Mortality,425
7713,35044,Alabama,Autauga County,Childersburg,Autaugaville,Track,20842,13928,18610,Heart Disease Mortality,425
20816,35010,Alabama,Autauga County,Alexander City,Autaugaville,Track,40286,31306,39643,Heart Disease Mortality,425
2234,35446,Alabama,Autauga County,Buhl,Autaugaville,Track,51913,45486,32933,Heart Disease Mortality,425
3699,35444,Alabama,Autauga County,Brookwood,Autaugaville,Track,54986,43725,44263,Heart Disease Mortality,425
19484,35235,Alabama,Autauga County,Birmingham,Autaugaville,Track,53410,44414,41526,Heart Disease Mortality,425
9068,35503,Alabama,Autauga County,Jasper,Autaugaville,Track,69796,54429,49212,Heart Disease Mortality,425
13596,35504,Alabama,Autauga County,Jasper,Autaugaville,Track,48437,35721,39976,Heart Disease Mortality,425
3136,35579,Alabama,Autauga County,Oakman,Autaugaville,Track,49334,32579,42545,Heart Disease Mortality,425
5605,35550,Alabama,Autauga County,Cordova,Autaugaville,Track,51500,46017,40239,Heart Disease Mortality,425
460,35584,Alabama,Autauga County,Sipsey,Autaugaville,Track,45265,31524,44482,Heart Disease Mortality,425
1136,36548,Alabama,Autauga County,Leroy,Autaugaville,Track,45381,28999,34110,Heart Disease Mortality,425
4814,36726,Alabama,Autauga County,Camden,Autaugaville,Track,28710,18681,35235,Heart Disease Mortality,425
1096,36768,Alabama,Autauga County,Pine Apple,Autaugaville,Track,31636,23205,25782,Heart Disease Mortality,425
4680,35553,Alabama,Autauga County,Double Springs,Autaugaville,Track,39763,36936,22304,Heart Disease Mortality,425
13485,35565,Alabama,Autauga County,Haleyville,Autaugaville,Track,36736,20436,42108,Heart Disease Mortality,425
14212,35094,Alabama,Autauga County,Leeds,Autaugaville,Track,42947,32289,42160,Heart Disease Mortality,425
13952,35210,Alabama,Autauga County,Irondale,Autaugaville,Track,62219,44282,57897,Heart Disease Mortality,425
10419,35228,Alabama,Autauga County,Midfield,Autaugaville,Track,30586,27480,24560,Heart Disease Mortality,425
16861,36804,Alabama,Autauga County,Opelika,Autaugaville,Track,55067,39086,47067,Heart Disease Mortality,425
3976,36040,Alabama,Autauga County,Hayneville,Autaugaville,Track,26622,17354,27609,Heart Disease Mortality,425
9563,36083,Alabama,Autauga County,Tuskegee,Autaugaville,Track,36412,28544,32135,Heart Disease Mortality,425
3907,35133,Alabama,Autauga County,Remlap,Autaugaville,Track,54667,46471,36483,Heart Disease Mortality,425
21297,35802,Alabama,Autauga County,Huntsville,Autaugaville,Track,94067,80758,59507,Heart Disease Mortality,425
7794,35594,Alabama,Autauga County,Winfield,Autaugaville,Track,56133,38275,54098,Heart Disease Mortality,425
6852,36607,Alabama,Autauga County,Mobile,Autaugaville,Track,28217,20142,24349,Heart Disease Mortality,425
13209,36610,Alabama,Autauga County,Prichard,Autaugaville,Track,25820,19718,25437,Heart Disease Mortality,425
1935,36069,Alabama,Autauga County,Ramer,Autaugaville,Track,46816,32820,39885,Heart Disease Mortality,425
18751,36869,Alabama,Autauga County,Phenix City,Autaugaville,Track,39045,30117,32894,Heart Disease Mortality,425
677,99554,Alaska,Kusilvak Census Area,Alakanuk,Alakanuk city,City,40008,33347,32543,,
226,99744,Alaska,Denali Borough,Anderson,Anderson city,City,93374,300000,43837,,
4213,99723,Alaska,North Slope Borough,Barrow,Barrow city,City,94285,78124,70054,,
416,99727,Alaska,Northwest Arctic Borough,Buckland,Buckland city,City,63175,59795,43206,,
938,99563,Alaska,Kusilvak Census Area,Chevak,Chevak city,City,51011,41718,37096,,
726,99557,Alaska,Bethel Census Area,Chuathbaluk,Chuathbaluk city,City,48313,44853,38154,,
2647,99702,Alaska,Fairbanks North Star Borough,Eielson Afb,Eielson AFB,CDP,68267,56650,41914,,
35,99583,Alaska,Aleutians East Borough,False Pass,False Pass city,City,71796,300000,48301,,
1069,99743,Alaska,Denali Borough,Healy,Healy,CDP,95667,91135,57327,,
78,99745,Alaska,Yukon-Koyukuk Census Area,Hughes,Hughes city,City,47031,33763,37726,,
239,99747,Alaska,North Slope Borough,Kaktovik,Kaktovik city,City,62545,45810,43599,,
12899,99615,Alaska,Kodiak Island Borough,Kodiak,Kodiak city,City,74363,60544,56650,,
723,99621,Alaska,Bethel Census Area,Kwethluk,Kwethluk city,City,55482,44147,43722,,
191,99630,Alaska,Bethel Census Area,Mekoryuk,Mekoryuk city,City,43471,24491,37909,,
2602,99827,Alaska,Haines Borough,Haines,Mud Bay,CDP,101864,300000,35736,,
208,99720,Alaska,Yukon-Koyukuk Census Area,Allakaket,New Allakaket,CDP,33847,27223,21247,,
514,99761,Alaska,Northwest Arctic Borough,Noatak,Noatak,CDP,65682,51784,49294,,
189,99666,Alaska,Kusilvak Census Area,Sheldon Point,Nunam Iqua city,City,58004,300000,45624,,
102,99591,Alaska,Aleutians West Census Area,St. George,St. George city,City,67102,300000,41868,,
841,99770,Alaska,Northwest Arctic Borough,Selawik,Selawik city,City,55786,43243,40619,,
968,99840,Alaska,Skagway Municipality,Skagway,Skagway,CDP,81352,69886,49197,,
78,99774,Alaska,Yukon-Koyukuk Census Area,Stevens Village,Stevens Village,CDP,20652,17126,19643,,
246,99777,Alaska,Yukon-Koyukuk Census Area,Tanana,Tanana city,City,51237,45813,35996,,
980,99588,Alaska,Valdez-Cordova Census Area,Glennallen,Tolsona,CDP,0,0,0,,
688,99684,Alaska,Nome Census Area,Unalakleet,Unalakleet city,City,73951,64415,53933,,
5011,99737,Alaska,Southeast Fairbanks Census Area,Delta Junction,Whitestone,CDP,242857,300000,25317,,
109,99579,Alaska,Aleutians East Borough,Egegik,Akutan city,Track,62733,50708,52096,,
1535,99780,Alaska,Aleutians East Borough,Tok,Akutan city,Track,54967,45144,46848,,
9211,99567,Alaska,Aleutians East Borough,Chugiak,Akutan city,Track,133300,300000,60207,,
14563,99503,Alaska,Aleutians East Borough,Anchorage,Akutan city,Track,71733,59794,60241,,
10225,99518,Alaska,Aleutians East Borough,Anchorage,Akutan city,Track,86400,84689,40302,,
22441,99515,Alaska,Aleutians East Borough,Anchorage,Akutan city,Track,92426,300000,47964,,
2250,99587,Alaska,Aleutians East Borough,Girdwood,Akutan city,Track,94928,300000,65593,,
7632,99559,Alaska,Aleutians East Borough,Bethel,Akutan city,Track,90822,72540,71288,,
22544,99705,Alaska,Aleutians East Borough,North Pole,Akutan city,Track,98668,82163,53448,,
228,99631,Alaska,Aleutians East Borough,Moose Pass,Akutan city,Track,89805,75180,67992,,
15122,99611,Alaska,Aleutians East Borough,Kenai,Akutan city,Track,66103,60259,51609,,
2510,99556,Alaska,Aleutians East Borough,Nikolaevsk,Akutan city,Track,56071,42495,48452,,
90,99624,Alaska,Aleutians East Borough,Larsen Bay,Akutan city,Track,84545,80106,44616,,
616,99658,Alaska,Aleutians East Borough,Saint Mary's,Akutan city,Track,49429,40341,38499,,
4038,99762,Alaska,Aleutians East Borough,Nome,Akutan city,Track,96042,86030,64223,,
1460,99926,Alaska,Aleutians East Borough,Metlakatla,Akutan city,Track,69964,48663,58581,,
8880,99835,Alaska,Aleutians East Borough,Sitka,Akutan city,Track,80041,59519,65235,,
88,99677,Alaska,Aleutians East Borough,Tatitlek,Akutan city,Track,98618,87924,73901,,
277,99746,Alaska,Aleutians East Borough,Huslia,Akutan city,Track,40950,29945,34933,,
3704,99672,Alaska,Aleutians East Borough,Sterling,Akutan city,Track,81749,70749,59378,,
18017,85131,Arizona,Pinal County,Eloy,Arizona City,CDP,51765,43020,38386,Heart Disease Mortality,246.3
1778,86042,Arizona,Navajo County,Polacca,First Mesa,CDP,39442,24081,37496,Heart Disease Mortality,273.9
7844,86033,Arizona,Navajo County,Kayenta,Kayenta,CDP,40895,30296,37669,Heart Disease Mortality,273.9
1467,86039,Arizona,Navajo County,Kykotsmovi,Kykotsmovi Village,CDP,38972,33678,38997,Heart Disease Mortality,273.9
3822,85543,Arizona,Graham County,Pima,Pima,Town,55575,46917,43979,Heart Disease Mortality,360.4
3822,85543,Arizona,Graham County,Pima,Pima,Town,55575,46917,43979,Heart Disease Mortality,337.1
3822,85543,Arizona,Graham County,Pima,Pima,Town,55575,46917,43979,Heart Disease Mortality,281.3
1501,85553,Arizona,Gila County,Tonto Basin,Roosevelt,CDP,39704,300000,19480,Heart Disease Mortality,290.6
1798,86043,Arizona,Navajo County,Second Mesa,Second Mesa,CDP,38280,31960,33786,Heart Disease Mortality,273.9
716,85347,Arizona,Yuma County,Roll,Tacna,CDP,48130,32498,43416,Heart Disease Mortality,273.3
716,85347,Arizona,Yuma County,Roll,Tacna,CDP,48130,32498,43416,Heart Disease Mortality,234.1
663,85362,Arizona,Yavapai County,Yarnell,Yarnell,CDP,36012,27616,29117,Heart Disease Mortality,275
21479,85298,Arizona,Apache County,Gilbert,Chinle,Track,119002,115886,63446,Heart Disease Mortality,272.3
2874,85540,Arizona,Apache County,Morenci,Chinle,Track,76501,71850,40733,Heart Disease Mortality,272.3
1935,86054,Arizona,Apache County,Shonto,Chinle,Track,40332,26019,40116,Heart Disease Mortality,272.3
18087,85748,Arizona,Apache County,Tucson,Chinle,Track,83575,73008,51092,Heart Disease Mortality,272.3
17356,85373,Arizona,Apache County,Sun City,Chinle,Track,52042,44224,35620,Heart Disease Mortality,272.3
6325,85622,Arizona,Apache County,Green Valley,Chinle,Track,81394,74925,52594,Heart Disease Mortality,272.3
23568,85629,Arizona,Apache County,Sahuarita,Chinle,Track,85037,74059,48336,Heart Disease Mortality,272.3
29144,85743,Arizona,Apache County,Tucson,Chinle,Track,69154,68188,34745,Heart Disease Mortality,272.3
4293,85936,Arizona,Apache County,St Johns,Chinle,Track,47256,37626,37955,Heart Disease Mortality,272.3
15107,85755,Arizona,Apache County,Tucson,Chinle,Track,117775,108682,69734,Heart Disease Mortality,272.3
27367,85718,Arizona,Apache County,Tucson,Chinle,Track,103565,78185,85555,Heart Disease Mortality,272.3
4073,85623,Arizona,Apache County,Oracle,Chinle,Track,80766,72414,52480,Heart Disease Mortality,272.3
2219,86321,Arizona,Apache County,Bagdad,Chinle,Track,86089,76057,49278,Heart Disease Mortality,272.3
6349,86351,Arizona,Apache County,Sedona,Chinle,Track,75600,64754,55414,Heart Disease Mortality,272.3
790,85333,Arizona,Apache County,Dateland,Chinle,Track,0,0,0,Heart Disease Mortality,272.3
7682,86505,Arizona,Apache County,Ganado,Chinle,Track,26791,15983,27873,Heart Disease Mortality,272.3
9464,85602,Arizona,Apache County,Benson,Chinle,Track,48145,43357,27442,Heart Disease Mortality,272.3
18925,85607,Arizona,Apache County,Douglas,Chinle,Track,32972,27002,23007,Heart Disease Mortality,272.3
15279,85650,Arizona,Apache County,Sierra Vista,Chinle,Track,134124,300000,71109,Heart Disease Mortality,272.3
2311,86053,Arizona,Apache County,Kaibeto,Chinle,Track,68234,50891,55681,Heart Disease Mortality,272.3
2949,85544,Arizona,Apache County,Pine,Chinle,Track,64766,63662,43945,Heart Disease Mortality,272.3
4520,85539,Arizona,Apache County,Miami,Chinle,Track,45393,38206,43960,Heart Disease Mortality,272.3
4790,85550,Arizona,Apache County,San Carlos,Chinle,Track,51691,39374,58755,Heart Disease Mortality,272.3
19677,85546,Arizona,Apache County,Safford,Chinle,Track,52828,43128,42504,Heart Disease Mortality,272.3
9147,85344,Arizona,Apache County,Parker,Chinle,Track,27839,21700,23814,Heart Disease Mortality,272.3
1578,85342,Arizona,Apache County,Morristown,Chinle,Track,67211,56588,44977,Heart Disease Mortality,272.3
23490,85388,Arizona,Apache County,Surprise,Chinle,Track,100613,300000,78864,Heart Disease Mortality,272.3
24249,85381,Arizona,Apache County,Peoria,Chinle,Track,41322,33544,32593,Heart Disease Mortality,272.3
6156,85363,Arizona,Apache County,Youngtown,Chinle,Track,46831,36258,37949,Heart Disease Mortality,272.3
31011,85353,Arizona,Apache County,Tolleson,Chinle,Track,62737,63854,37537,Heart Disease Mortality,272.3
9230,85307,Arizona,Apache County,Glendale,Chinle,Track,57968,54131,33485,Heart Disease Mortality,272.3
45801,85254,Arizona,Apache County,Scottsdale,Chinle,Track,100189,92369,60149,Heart Disease Mortality,272.3
10822,85305,Arizona,Apache County,Glendale,Chinle,Track,47875,38458,36905,Heart Disease Mortality,272.3
17047,85253,Arizona,Apache County,Paradise Valley,Chinle,Track,158195,174901,87846,Heart Disease Mortality,272.3
25042,85019,Arizona,Apache County,Phoenix,Chinle,Track,32987,23394,30442,Heart Disease Mortality,272.3
24782,85014,Arizona,Apache County,Phoenix,Chinle,Track,55315,52319,39490,Heart Disease Mortality,272.3
30560,85043,Arizona,Apache County,Phoenix,Chinle,Track,40916,26685,38775,Heart Disease Mortality,272.3
11406,85266,Arizona,Apache County,Scottsdale,Chinle,Track,135404,300000,75709,Heart Disease Mortality,272.3
24492,85212,Arizona,Apache County,Mesa,Chinle,Track,42944,33147,32337,Heart Disease Mortality,272.3
28480,85053,Arizona,Apache County,Phoenix,Chinle,Track,91682,300000,49867,Heart Disease Mortality,272.3
25736,85050,Arizona,Apache County,Phoenix,Chinle,Track,45602,40442,29266,Heart Disease Mortality,272.3
46395,85022,Arizona,Apache County,Phoenix,Chinle,Track,46121,41272,35093,Heart Disease Mortality,272.3
69810,85225,Arizona,Apache County,Chandler,Chinle,Track,89718,80561,57558,Heart Disease Mortality,272.3
4974,85256,Arizona,Apache County,Scottsdale,Chinle,Track,57997,39241,60766,Heart Disease Mortality,272.3
12103,86413,Arizona,Apache County,Golden Valley,Chinle,Track,38024,25956,34749,Heart Disease Mortality,272.3
7162,86429,Arizona,Apache County,Bullhead City,Chinle,Track,39075,31129,27980,Heart Disease Mortality,272.3
16243,86404,Arizona,Apache County,Lake Havasu City,Chinle,Track,48089,300000,33308,Heart Disease Mortality,272.3
15802,86403,Arizona,Apache County,Lake Havasu City,Chinle,Track,80354,70277,61818,Heart Disease Mortality,272.3
222,85360,Arizona,Apache County,Wikieup,Chinle,Track,61726,46076,54718,Heart Disease Mortality,272.3
9941,85941,Arizona,Apache County,Whiteriver,Chinle,Track,32370,18642,31840,Heart Disease Mortality,272.3
1102,85928,Arizona,Apache County,Heber,Chinle,Track,28499,20926,21249,Heart Disease Mortality,272.3
19032,85749,Arizona,Apache County,Tucson,Chinle,Track,97246,100290,60152,Heart Disease Mortality,272.3
