Company Name,Address,City,State,County,Employee Count,Annual Sales,Industry,Zip1
Butterfly Life,11341 Highway 7,Hopkins,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55305
Shop At The Marsh,15000 Minnetonka Blvd,Minnetonka,MN,Hennepin,100 To 249,$20 To 50 Million,Physical Fitness Facilities,55345
Ink Systems Inc,7357 Washington Ave S,Minneapolis,MN,Hennepin,1 To 10,$2.5 To 5 Million,Physical Fitness Clubs With Training Equipment,55439
Grand Hotel,615 2nd Ave S,Minneapolis,MN,Hennepin,100 To 249,$10 To 20 Million,Physical Fitness Facilities,55402
Shape It Up Fitness,141 W 1st St Ste 300,Waconia,MN,Carver,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55387
"Johnson, Brett",825 Nicollet Mall Ste 1935,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,55402
Wellness Center,4201 E 54th St,Minneapolis,MN,Hennepin,10 To 19,$1 To 2.5 Million,Physical Fitness Facilities,55417
Kinney & Lange Pa,312 S 3rd St Ste 120,Minneapolis,MN,Hennepin,20 To 49,$2.5 To 5 Million,Physical Fitness Facilities,55415
Health Fitness Rehab Inc,3500 American Blvd W Ste 50,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Physical Fitness Facilities,55431
Yoga Sol,21 5th St Ne,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Personal Trainers-Fitness,55413
Health Fitness Corp,1650 W 82nd St Ste 10,Minneapolis,MN,Hennepin,10 To 19,"$500,000 To $1 Million",Physical Fitness Facilities,55431
Uppercut Boxing Gym,4728 Upton Ave S,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,55410
Erik's Bike Shop,7144 Chicago Ave,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Exercise Facilities,55423
Crowne Plaza,3 Appletree Sq Ste 1b,Minneapolis,MN,Hennepin,100 To 249,$10 To 20 Million,Physical Fitness Facilities,55425
Gym Fitness Ctr,8171 University Ave Ne,Minneapolis,MN,Anoka,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,55432
Life Time Fitness,4239 Winnetka Ave N,New Hope,MN,Hennepin,20 To 49,"$500,000 To $1 Million",Physical Fitness Facilities,55428
Claire's,990 W 41st St Ste 39 # 6270,Hibbing,MN,Saint Louis,1 To 10,"$500,000 To $1 Million",Physical Fitness Facilities,55746
Forte Fitness,6510 W Lake St,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,55426
Stocco Fitness Training,6216 Rolf Ave,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Personal Trainers-Fitness,55436
Ywca,32 E 1st St Ste 202,Duluth,MN,Saint Louis,10 To 19,Unknown,Physical Fitness Facilities,55802
New Dimensions Of Babbitt,31 Central Blvd Ste 400,Babbitt,MN,Saint Louis,1 To 10,"Less Than $500,000",Physical Fitness Facilities,55706
St Francis Health & Recreation,116 8th Ave Se,Little Falls,MN,Morrison,20 To 49,"$500,000 To $1 Million",Physical Fitness Facilities,56345
Ymca,1530 Northway Dr,Saint Cloud,MN,Stearns,100 To 249,Unknown,Physical Fitness Facilities,56303
Downtown Gym & Fitness,220 7th Ave S,Saint Cloud,MN,Stearns,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,56301
Avera Marshall Regl Med Ctr,111 S 5th St,Marshall,MN,Lyon,1 To 10,$1 To 2.5 Million,Physical Fitness Facilities,56258
Marshall Area Chamber-Commerce,317 W Main St Ste 2,Marshall,MN,Lyon,1 To 10,Unknown,Exercise Facilities,56258
White Bear Lake Sports Ctr,1328 Highway 96 E,Saint Paul,MN,Ramsey,10 To 19,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,55110
Win Field Solutions Llc,1080 County Road F W,Saint Paul,MN,Ramsey,20 To 49,Unknown,Fitness & Recreational Sports Centers,55126
Curves,23064 Eidelweiss St Nw,Saint Francis,MN,Anoka,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55070
Digital Bio Metrics,5600 Rowland Rd Ste 205,Minnetonka,MN,Hennepin,1 To 10,Unknown,Fitness & Recreational Sports Centers,55343
Hallett Community Ctr,470 8th St Ne,Crosby,MN,Crow Wing,20 To 49,Unknown,Fitness & Recreational Sports Centers,56441
Gv Tv Video Svc,201 Ross Ave,Erskine,MN,Polk,1 To 10,$1 To 2.5 Million,Fitness & Recreational Sports Centers,56535
Anytime Fitness,1432 Lake St S,Forest Lake,MN,Washington,10 To 19,"Less Than $500,000",Physical Fitness Ct,55025
Anytime Fitness,618 Division St S,Northfield,MN,Rice,1 To 10,"Less Than $500,000",Physical Fitness Ct,55057
Anytime Fitness,1270 Frontage Rd W,Stillwater,MN,Washington,1 To 10,"Less Than $500,000",Physical Fitness Ct,55082
Anytime Fitness,1201 Robert St S Ste 2,Saint Paul,MN,Dakota,1 To 10,"Less Than $500,000",Physical Fitness Ct,55118
Veterans Memorial Community,8055 Barbara Ave,Inver Grove,MN,Dakota,1 To 10,Unknown,Physical Fitness Ct,55077
Anytime Fitness,6589 Laketowne Pl,Albertville,MN,Wright,1 To 10,"Less Than $500,000",Physical Fitness Ct,55301
Anytime Fitness,1125 Woodbury Dr Ste 100,Saint Paul,MN,Washington,1 To 10,"Less Than $500,000",Physical Fitness Ct,55129
Anytime Fitness,755 Bielenberg Dr Ste 101,Saint Paul,MN,Washington,1 To 10,"Less Than $500,000",Physical Fitness Ct,55125
Annandale Advocate,73 Oak Ave S,Annandale,MN,Wright,1 To 10,$1 To 2.5 Million,Physical Fitness Ct,55302
Maple Grove Cycling & Fitness,13950 Grove Dr,Maple Grove,MN,Hennepin,20 To 49,"$500,000 To $1 Million",Physical Fitness Ct,55311
Trailhead Cycling & Fitness,11350 Aquila Dr N Ste 505,Champlin,MN,Hennepin,10 To 19,$1 To 2.5 Million,Physical Fitness Ct,55316
Curves,28 W 2nd St,Litchfield,MN,Meeker,1 To 10,"Less Than $500,000",Physical Fitness Ct,55355
Snap Fitness,125 Nelson Blvd,Montrose,MN,Wright,1 To 10,"Less Than $500,000",Physical Fitness Ct,55363
Life Time Fitness,755 Prairie Center Dr,Eden Prairie,MN,Hennepin,250 To 499,$5 To 10 Million,Physical Fitness Ct,55344
9round,8023 Glen Ln,Eden Prairie,MN,Hennepin,1 To 10,"Less Than $500,000",Physical Fitness Ct,55344
Lifetime Fitness Target Ctr,600 1st Ave N,Minneapolis,MN,Hennepin,20 To 49,"$500,000 To $1 Million",Physical Fitness Ct,55403
Anytime Fitness,2929 University Ave Se # W180,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Physical Fitness Ct,55414
Snap Fitness,1207 Lagoon Ave,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Physical Fitness Ct,55408
Life Time Fitness,5225 Cedar Lake Rd S,Saint Louis Park,MN,Hennepin,250 To 499,$5 To 10 Million,Physical Fitness Ct,55416
Corrective Exercise Spec Llp,625 Marquette Ave Ste 236,Minneapolis,MN,Hennepin,10 To 19,"Less Than $500,000",Physical Fitness Ct,55402
Life Time Fitness,5250 W 84th St,Minneapolis,MN,Hennepin,50 To 99,$1 To 2.5 Million,Physical Fitness Ct,55437
Sports Fitness Network,10009 Johnson Ave S,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Physical Fitness Ct,55437
Anytime Fitness,5107 W 98th St,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Physical Fitness Ct,55437
Time Out Pilates & Fitns Std,6001 Lyndale Ave S Ste B,Minneapolis,MN,Hennepin,10 To 19,"Less Than $500,000",Physical Fitness Ct,55419
Anytime Fitness,5580 W Broadway Ave,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Physical Fitness Ct,55428
Park Ave Fitness,1204 Cloquet Ave,Cloquet,MN,Carlton,1 To 10,"Less Than $500,000",Physical Fitness Ct,55720
Fitness First Training,10130 Davenport St Ne Ste 180,Minneapolis,MN,Anoka,20 To 49,$2.5 To 5 Million,Physical Fitness Ct,55449
La Fitness,6600 96th Ln N,Minneapolis,MN,Hennepin,20 To 49,"$500,000 To $1 Million",Physical Fitness Ct,55445
Anytime Fitness,910 Highway 33 S,Cloquet,MN,Carlton,20 To 49,"$500,000 To $1 Million",Physical Fitness Ct,55720
Weber Printing,361 Railroad Ave,Albany,MN,Stearns,1 To 10,"Less Than $500,000",Physical Fitness Ct,56307
Anytime Fitness,507 8th Ave Se,Pipestone,MN,Pipestone,1 To 10,"Less Than $500,000",Physical Fitness Ct,56164
Anytime Fitness,4865 Miller Trunk Hwy,Duluth,MN,Saint Louis,1 To 10,"Less Than $500,000",Physical Fitness Ct,55811
Anytime Fitness,2510 Bridge Ave,Albert Lea,MN,Freeborn,1 To 10,"Less Than $500,000",Physical Fitness Ct,56007
Curves,901 State Highway 29 N Ste 140,Alexandria,MN,Douglas,1 To 10,"Less Than $500,000",Physical Fitness Ct,56308
Anytime Fitness,3923 1st Ave Ste 1,Hibbing,MN,Saint Louis,1 To 10,"Less Than $500,000",Physical Fitness Ct,55746
Anytime Fitness,1751 N Victory Dr Ste 300,Mankato,MN,Blue Earth,1 To 10,"Less Than $500,000",Physical Fitness Ct,56001
Curves,103 2nd Ave S,Wheaton,MN,Traverse,1 To 10,"Less Than $500,000",Physical Fitness Ct,56296
Cottage House,209 Parkway Ave N,Lanesboro,MN,Fillmore,1 To 10,"Less Than $500,000",Physical Fitness Ct,55949
Anytime Fitness,201 E College Dr Ste A,Marshall,MN,Lyon,1 To 10,"Less Than $500,000",Physical Fitness Ct,56258
Regional Fitness Ctr,626 E 2nd St,Morris,MN,Stevens,20 To 49,$1 To 2.5 Million,Physical Fitness Ct,56267
Anytime Fitness,13495 Elder Dr Ste 106,Baxter,MN,Crow Wing,1 To 10,"Less Than $500,000",Physical Fitness Ct,56425
Anytime Fitness,13833 Riverwood Ln,Crosslake,MN,Crow Wing,1 To 10,"Less Than $500,000",Physical Fitness Ct,56442
Pine County Courier,414 Main St,Sandstone,MN,Pine,1 To 10,$1 To 2.5 Million,Physical Fitness Ct,55072
Gideons International,1016 Summit Ave,Detroit Lakes,MN,Becker,1 To 10,Unknown,Physical Fitness Ct,56501
Anytime Fitness,120 1/2 W Cavour Ave,Fergus Falls,MN,Otter Tail,1 To 10,"Less Than $500,000",Physical Fitness Ct,56537
Anytime Fitness,2215 Sahlstrom Dr,Crookston,MN,Polk,1 To 10,"Less Than $500,000",Physical Fitness Ct,56716
Three Rivers Fitness,9201 Quaday Ave Ne Ste 101,Elk River,MN,Wright,20 To 49,"$500,000 To $1 Million",Health Clubs Studios & Gymnasiums,55330
Torque Fitness Llc,13750 Crosstown Dr Nw Ste L100,Andover,MN,Anoka,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,55304
Primo Salon & Spa,1384 Mendota Rd,Inver Grove,MN,Dakota,10 To 19,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,55077
24 Hour Fitness,124 N Main St,Sherburn,MN,Martin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56171
Caring Hands Massage & Spa,427 Vermillion St,Hastings,MN,Dakota,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55033
Statera Fitness,1025 Selby Ave Ste 1,Saint Paul,MN,Ramsey,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55104
La Fitness,2420 Cleveland Ave N,Saint Paul,MN,Ramsey,50 To 99,$1 To 2.5 Million,Fitness & Recreational Sports Centers,55113
Sunbear Salon & Medical Spa,2207 3rd St,Saint Paul,MN,Ramsey,20 To 49,$1 To 2.5 Million,Fitness & Recreational Sports Centers,55110
Igm Gymnastics,14305 Southcross Dr W Ste 120,Burnsville,MN,Dakota,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55306
La Fitness,1801 County Road 42 W,Burnsville,MN,Dakota,20 To 49,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,55306
Gold's Gym,905 County Road E E,Saint Paul,MN,Ramsey,50 To 99,$1 To 2.5 Million,Fitness & Recreational Sports Centers,55127
M Gayle Studio,849 Willow Glen Ct,Buffalo,MN,Wright,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55313
All About Me,6949 Valley Creek Rd Ste 220,Saint Paul,MN,Washington,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55125
Velocity Sports Performance,8900 109th Ave N Ste 700,Champlin,MN,Hennepin,20 To 49,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,55316
Pilates Mn,864 Lake St E,Wayzata,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55391
Americas Racquet & Fitness Ctr,1065 Highway 15 S,Hutchinson,MN,Mcleod,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,55350
Live 2 B Healthy Senior Fitns,6110 Blue Circle Dr,Hopkins,MN,Hennepin,20 To 49,$2.5 To 5 Million,Fitness & Recreational Sports Centers,55343
Pilates House,4909 Girard Ave S,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55419
Bella On The Bay,474 2nd St,Excelsior,MN,Hennepin,20 To 49,$1 To 2.5 Million,Fitness & Recreational Sports Centers,55331
North Loop Fitness Llc,800 Washington Ave N Ste 108,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55401
Life Time Fitness,6554 Loftus Ln W,Savage,MN,Scott,250 To 499,$5 To 10 Million,Fitness & Recreational Sports Centers,55378
Awaken Pilates Studio,11020 Cedar Lake Rd,Hopkins,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55305
Los Campeones Gym,2721 E Franklin Ave,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55406
Kalla Lily Salon & Spa,9851 Maple Grove Pkwy N,Maple Grove,MN,Hennepin,20 To 49,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,55369
Princeton Health & Fitns Metro,607 S 2nd St,Princeton,MN,Mille Lacs,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,55371
Doc's Gym,3115 Penn Ave N,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55411
Benessere Body In Balance,125 Se Main St Ste 237,Minneapolis,MN,Hennepin,10 To 19,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,55414
Stretch-N-Grow,215 Pleasant Ln,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55423
Kenwood Gymnastics,3440 Belt Line Blvd Ste 105,Minneapolis,MN,Hennepin,10 To 19,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,55416
Faces Etc,4419 Nicollet Ave,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55419
Mini-Hops Gymnastics Club,2600 Campus Dr,Minneapolis,MN,Hennepin,20 To 49,Unknown,Fitness & Recreational Sports Centers,55441
Discover Strength Personal,10160 6th Ave N Ste A,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55441
"Deloya, Andre D",14100 Carlson Pkwy Ste 200,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55441
Savvy Salon & Spa,1240 Floyd Wild Dr Ste A,Marshall,MN,Lyon,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,56258
Cal Spas,14100 Carlson Pkwy Ste 300,Minneapolis,MN,Hennepin,1 To 10,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,55441
Indulge Salon & Spa,203 Downtown Plz,Fairmont,MN,Martin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56031
Fitness First Studio,201 1st Ave S,Perham,MN,Otter Tail,1 To 10,"Less Than $500,000",Personal Trainers-Fitness,56573
Family Sports Ctr,15444 Pleasant Valley Rd,Center City,MN,Chisago,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55012
Unison,6117 Blue Circle Dr Ste 101,Hopkins,MN,Hennepin,Unknown,Unknown,Physical Fitness Ct,55343
Personal Training Solutions,106 Water St W Ste 1,Saint Paul,MN,Ramsey,1 To 10,"Less Than $500,000",Physical Fitness Facilities,55107
Life Time Fitness,1001 W 98th St,Minneapolis,MN,Hennepin,100 To 249,$2.5 To 5 Million,Physical Fitness Facilities,55431
Curves,10238 Page Ave,Saint Louis,MO,Saint Louis,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,63132
Upper Limits Rock Climbing Gym,326 S 21st St Fl 1st,Saint Louis,MO,Saint Louis City,10 To 19,"Less Than $500,000",Health Clubs Studios & Gymnasiums,63103
Curves,345 S Barrett Ln Ste 4,Nevada,MO,Vernon,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,64772
Meow,2010 Chapel Plaza Ct Ste A,Columbia,MO,Boone,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,65203
Wilson's Fitness Mac,2902 Forum Blvd Ste 100,Columbia,MO,Boone,10 To 19,"Less Than $500,000",Health Clubs Studios & Gymnasiums,65203
Ozark Fitness Ctr,1249 E Battlefield St Ste B,Springfield,MO,Greene,100 To 249,$2.5 To 5 Million,Health Clubs Studios & Gymnasiums,65804
Van Kampen Investments,7501 Nw Tiffany Springs Pkwy,Kansas City,MO,Platte,1 To 10,$1 To 2.5 Million,Health Clubs Studios & Gymnasiums,64153
Wellbridge Athletic Club,7620 Forsyth Blvd,Saint Louis,MO,Saint Louis,20 To 49,$1 To 2.5 Million,Health Club,63105
Hic,Hwy W,Wheatland,MO,Hickory,1 To 10,$1 To 2.5 Million,Health Clubs Studios & Gymnasiums,65779
"Kahle, Laura Marks Pa",9701 Landmark Parkway Dr,Saint Louis,MO,Saint Louis,1 To 10,"Less Than $500,000",Exercise Facilities,63127
Breathe Easy,500 E 32nd St,Joplin,MO,Newton,1 To 10,$10 To 20 Million,Physical Fitness Facilities,64804
Fit For Life,238 Highway D,Hawk Point,MO,Lincoln,1 To 10,"Less Than $500,000",Physical Fitness Facilities,63349
Solera Health Club & Spa,811 Spruce St,Saint Louis,MO,Saint Louis City,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,63102
La Weight Loss Ctr,5 The Crossings Ct,O Fallon,MO,Saint Charles,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,63366
Curves,500 E 112th St,Kansas City,MO,Jackson,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,64131
Curves,7342 W Farm Road 170 Ste D,Republic,MO,Christian,1 To 10,"Less Than $500,000",Exercise Salon,65738
Anytime Fitness,831 N Main St,Nixa,MO,Christian,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,65714
Curves,214 S Mill St,Eldon,MO,Miller,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,65026
Curves,184 W Simon Blvd,Holts Summit,MO,Callaway,1 To 10,"Less Than $500,000",Exercise Salon,65043
Clayton Pilates Studio,7731 Clayton Rd,Saint Louis,MO,Saint Louis,10 To 19,"$500,000 To $1 Million",Pilates,63117
Extreme Measures,12511 Olive Blvd,Saint Louis,MO,Saint Louis,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,63141
Curves,3421 N Highway 67,Florissant,MO,Saint Louis,1 To 10,"Less Than $500,000",Exercise Salon,63033
Anytime Fitness,7 Dillon Plaza Dr,High Ridge,MO,Jefferson,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,63049
Gold's Gym,12632 Dorsett Rd,Maryland Heights,MO,Saint Louis,20 To 49,"$500,000 To $1 Million",Health Clubs Studios & Gymnasiums,63043
Lift For Life Gym,1415 Cass Ave,Saint Louis,MO,Saint Louis City,1 To 10,"Less Than $500,000",Gymnasiums,63106
Curves,1 Mcknight Rd,Union,MO,Franklin,1 To 10,"Less Than $500,000",Exercise Salon,63084
Curves,12 Stonegate Ctr,Valley Park,MO,Saint Louis,1 To 10,"Less Than $500,000",Exercise Salon,63088
Fitness Plus,150 S Mount Auburn Rd Ste 200,Cape Girardeau,MO,Cape Girardeau,50 To 99,$1 To 2.5 Million,Health Clubs Studios & Gymnasiums,63703
Club Fitness,3651 N Saint Peters Pkwy,Saint Peters,MO,Saint Charles,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,63376
Curves,1201 Wentzville Pkwy Ste 113,Wentzville,MO,Saint Charles,1 To 10,"Less Than $500,000",Exercise Salon,63385
Poly One Corp,11650 Lakeside Crossing Ct,Saint Louis,MO,Saint Louis,250 To 499,Unknown,Health Clubs Studios & Gymnasiums,63146
Dynamic Fitness Hq Dardenne,1021 Rondale Ct,O Fallon,MO,Saint Charles,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,63368
Core Fitness,1050 Old Des Peres Rd Ste 20,Saint Louis,MO,Saint Louis,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,63131
Nutriformance Llc,10407 Clayton Rd # A16,Saint Louis,MO,Saint Louis,20 To 49,$1 To 2.5 Million,"Athletic Club And Gymnasiums, Membership",63131
"Mahoney, Jennifer N",10407 Clayton Rd,Saint Louis,MO,Saint Louis,1 To 10,"Less Than $500,000","Athletic Club And Gymnasiums, Membership",63131
Boost Mobile,4257 Bayless Ave,Saint Louis,MO,Saint Louis,1 To 10,$1 To 2.5 Million,Health Clubs Studios & Gymnasiums,63123
One On One Maryland Llc,1 Mcknight Pl Apt G50,Saint Louis,MO,Saint Louis,1 To 10,"$500,000 To $1 Million",Physical Fitness Facilities,63124
Curves,1918 N Baltimore St,Kirksville,MO,Adair,1 To 10,"Less Than $500,000",Exercise Salon,63501
Curves,2013 N Missouri St Ste C,Macon,MO,Macon,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,63552
Pure Pilates Plus,9426 Manchester Rd,Saint Louis,MO,Saint Louis,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,63119
